OBJECTID_1,SABL_PWSID,BOUNDARY_TYPE,WATER_SYSTEM_NUMBER,WATER_SYSTEM_NAME,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,OBJECTID,ACTIVITY_STATUS_CD,ACTIVITY_DATE,OWNER_TYPE_CODE,COUNTY,POPULATION,REGULATING_AGENCY,FEDERAL_CLASSIFICATION,STATE_CLASSIFICATION,ADDR_LINE_ONE_TXT,ADDR_LINE_TWO_TXT,ADDRESS_CITY_NAME,ADDRESS_STATE_CODE,ADDRESS_ZIP_CODE,SERVICE_CONNECTIONS,GLOBALID,AC_PHONE_NUMBER,AC_EMAIL,BOUNDARY_FILETYPE,DT_VERIFIED,VERIFIED_STATUS,VERIFIED_NAME,VERIFIED_TYPE,Shape__Area,Shape__Length
1315845,CA2100579,Water Service Area,CA2100579,NICASIO VALLEY RANCH MUTUAL,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,725,A ,1999/03/12 08:00:00+00,P ,MARIN,43,DISTRICT 25 - MARIN,COMMUNITY,COMMUNITY,4 Nicasio Creek, ,NICASIO,CA  ,94946,14,{31567F13-43AD-4729-B980-90E7CA60F7B3},415-269-3690                  ,lcwolfson@gmail.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,793006.63147482,4367.59870890987
1315846,CA3600155,Water Service Area,CA3600155,RIVER RANCH MHP,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,726,A ,2016/08/08 07:00:00+00,P ,SAN BERNARDINO,176,LPA66 - SAN BERNARDINO COUNTY,COMMUNITY,COMMUNITY,15940 STODDARD WELLS ROAD, ,VICTORVILLE,CA  ,92392,138,{DD7720EA-F6D7-4A1D-ACD0-6330C2A19AB3},760-245-9831                  ,audrey.goller@newportpacific.com,WBT Tool,,Not Verified,,,124407.41057947,1471.24650455032
1315847,CA5304502,Water Service Area,CA5304502,"SALYER HEIGHTS W.S., INC",SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,727,A ,1976/01/01 08:00:00+00,P ,TRINITY,130,DISTRICT 01 - KLAMATH,COMMUNITY,COMMUNITY,P.O. BOX 156,SALYER LOOP & CAMPBELL RIDGE ROADS,SALYER,CA  ,95563,40,{A0F9D189-8046-4452-8263-4388F7B2BA18},530-629-2357                  ,SalyerHeightsWaterSupplyInc@yahoo.com,WBT Tool,,Not Verified,,,305215.94915692,2325.82626693592
1315848,CA4901220,Water Service Area,CA4901220,LYTTON SPRINGS WINERY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,728,A ,1976/01/01 08:00:00+00,P ,SONOMA,29,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,650 Lytton Springs Road, ,HEALDSBURG,CA  ,95448,4,{4AED76F3-D962-4EC8-B344-33CE9C0ABFBC},707-433-8922                  ,derrick@ridgewine.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,332425.79617091,2409.02512220155
1315849,CA1000072,Water Service Area,CA1000072,SHAVER LAKE POINT #2,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,730,A ,1979/03/22 07:00:00+00,P ,FRESNO,80,DISTRICT 23 - FRESNO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,SHAVER LAKE POINT, ,SHAVER LAKE,CA  ,93664,83,{D177908C-2EC5-4408-926D-24E48CBEE134},559-272-8120                  ,roxie@4rsaccounting.com,WBT Tool,,Not Verified,,,230988.209917005,1996.53513202392
1315850,CA2702549,Water Service Area,CA2702549,HARRISON RD WS #09,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,731,A ,2015/01/30 08:00:00+00,P ,MONTEREY,10,LPA57 - MONTEREY COUNTY,NON-PUBLIC,LOCAL STATE SMALL SYSTEM, , ,SALINAS,CA  ,93907,5,{FA81BC10-9218-463A-92E5-DBE0DFC48038},,,WBT Tool,,Not Verified,,,49176.300123545,1114.06039846281
1315851,CA4901264,Water Service Area,CA4901264,RATNA LING RETREAT,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,732,A ,1976/01/01 08:00:00+00,P ,SONOMA,55,DISTRICT 18 - SONOMA,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,35755 Hauser Bridge Road, ,CAZADERO,CA  ,95421,34,{DB54342F-5F59-4984-88E9-F155845D01A7},510-809-1549                  ,genegretchen@yahoo.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,777544.5919562,4820.08027604261
1315852,CA0400016,Water Service Area,CA0400016,BERRY CREEK COMMUNITY SERVICE DIST,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,733,A ,2016/07/28 07:00:00+00,L ,BUTTE,28,LPA34 - BUTTE COUNTY,COMMUNITY,COMMUNITY,Zink Rd., ,BERRY CREEK,CA  ,95916,8,{3CE4647B-FBFB-4C54-A093-132E901BE442},530-613-4166                  ,jeffreyd@live.com,WBT Tool,,Not Verified,,,714418.001973995,4112.09080219085
1315853,CA2700766,Water Service Area,CA2700766,STRAWBERRY RD WS #06,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,734,A ,2016/08/01 07:00:00+00,P ,MONTEREY,78,LPA57 - MONTEREY COUNTY,COMMUNITY,COMMUNITY, , ,ROYAL OAKS,CA  ,95076,27,{BC9DC832-28E9-4AB4-891E-43E1E39CFDE8},831-663-5259                  ,suemccall14@gmail.com,WBT Tool,,Not Verified,,,242955.65797437,2438.6202809749
1315854,CA4901340,Water Service Area,CA4901340,FOG CREST WINERY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,735,A ,2013/12/05 08:00:00+00,P ,SONOMA,57,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,7602 OCCIDENTAL ROAD, ,SEBASTOPOL,CA  ,95472,3,{F0D7D794-D5BA-4D35-93BA-AAE16568248B},800-931-2906                  ,rmanoogian@yahoo.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,184830.288682835,2146.58656361761
1315855,CA4500200,Water Service Area,CA4500200,AMBERWOOD MOBILE HOME PARK,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,736,A ,2015/04/30 07:00:00+00,P ,SHASTA,120,LPA75 - SHASTA COUNTY,COMMUNITY,COMMUNITY,21498 TREEFOIL LN,3706 LINDBROOK DR,COTTONWOOD,CA  ,96022,61,{F73F471B-C2EA-4E77-94A5-BA9AA3E9B638},209-932-8747                  ,sherrie@harmonycom.com,WBT Tool,,Not Verified,,,78095.88376932,1283.25476975945
1315856,CA1410008,Water Service Area,CA1410008,INYO COUNTY PWD - INDEPENDENCE,SBUCKNAM,2020/10/20 03:20:27+00,epa\gisservice,2023/10/05 05:25:55+00,738,A ,1999/07/01 07:00:00+00,L ,INYO,669,DISTRICT 27 - MOJAVE,COMMUNITY,COMMUNITY,168 N. EDWARDS STREET,P.O. DRAWER Q,INDEPENDENCE,CA  ,93526,336,{6035EDD0-FAC4-46D4-80D9-DD4C32F5918E},760-878-0208                  ,kpaterson@inyocounty.us,WBT Tool,2023/10/04 14:00:00+00,Verified,K. Paterson,Water System representative,2493516.91638959,10298.9752128616
1315857,CA0105019,Water Service Area,CA0105019,SUNOL SUPER STOP,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,739,A ,2018/02/01 08:00:00+00,P ,ALAMEDA,155,DISTRICT 04 - SAN FRANCISCO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,3004 ANDRADE RD, ,SUNOL,CA  ,94586-9453,1,{C24CB027-0912-4CF6-9BD9-E413327142A8},510-332-5051                  ,sunolracingfuel@yahoo.com,WBT Tool,,Not Verified,,,8547.69303897,399.682542925311
1315858,CA0105017,Water Service Area,CA0105017,RANCHO LOS MOCHOS-BSA CAMP,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,740,A ,2015/07/02 07:00:00+00,P ,ALAMEDA,38,DISTRICT 04 - SAN FRANCISCO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,18450 Mines Road, ,LIVERMORE,CA  ,94550,13,{01A2F99B-82A1-4D64-9CE0-4FC7C67FB26E},925-674-6100                  ,joe.barton@scouting.org,WBT Tool,,Not Verified,,,8272.87933512,375.840027614258
1315859,CA5410007,Water Service Area,CA5410007,LSID - TONYVILLE,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,741,A ,1976/01/01 08:00:00+00,L ,TULARE,500,DISTRICT 12 - VISALIA,COMMUNITY,COMMUNITY,ROAD 126 AND CYPRESS AVE., ,LINDSAY,CA  ,93247,50,{965FE6E7-4762-4162-9A32-46ACBFEB09C7},559-562-2581                  ,cwallace@lsid.org,WBT Tool,2020/04/16 07:00:00+00,Verified,S. EDWARDS,Water System representative,117961.636482595,1565.91649040227
1315860,CA3103835,Water Service Area,CA3103835,LAKEVIEW HILLS COMMUNITY ASSOC,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,742,A ,2016/07/26 07:00:00+00,P ,PLACER,499,LPA61 - PLACER COUNTY,COMMUNITY,COMMUNITY,8280 SOUTH LAKE CIRCLE, ,LOOMIS,CA  ,95650,153,{6D34FA1A-6B62-44CD-A84B-B60A349E5B76},916-835-6300                  ,mransby218@gmail.com,WBT Tool,,Not Verified,,,1474242.21249996,6348.55708586499
1315861,CA2100586,Water Service Area,CA2100586,DEVILS GULCH RANCH WATER SYSTEM,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,743,A ,2013/06/11 07:00:00+00,P ,MARIN,25,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,200 Road to Ranches, ,NICASIO,CA  ,95430,1,{E63707BA-03FC-4BB5-893B-4E68EBA7BA6A},415-662-2209                  ,mark@devilsgulchranch.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,607480.252376085,4464.69884248331
1315863,CA1000180,Water Service Area,CA1000180,ALTA ELEMENTARY SCHOOL,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,745,A ,1979/03/22 07:00:00+00,L ,FRESNO,389,DISTRICT 23 - FRESNO,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,21771 E PARLIER, ,REEDLEY,CA  ,93654,1,{43AD422D-2130-4935-9989-2AE266221E05},559-305-7062                  ,gonzalez-j@kcusd.com,WBT Tool,,Not Verified,,,59530.973314595,970.904131721265
1315864,CA0105009,Water Service Area,CA0105009,MOUNTAIN HOUSE SCHOOL,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,747,A ,2017/10/24 07:00:00+00,L ,ALAMEDA,50,DISTRICT 04 - SAN FRANCISCO,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,3950 MOUNTAIN HOUSE ROAD, ,BYRON,CA  ,94514,1,{8F424563-CE01-4812-B137-3C601AE9EC42},209-835-2283                  ,kimberly.jokela@mtnhouse.k12.ca.us,WBT Tool,,Not Verified,,,42088.237229735,1069.58995947649
1315865,CA1009027,Water Service Area,CA1009027,HARRIS FARMS HEADQUARTERS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,748,A ,1979/03/22 07:00:00+00,P ,FRESNO,140,DISTRICT 23 - FRESNO,COMMUNITY,COMMUNITY,23938 FRESNO-COALINGA RD, ,COALINGA,CA  ,93210,50,{1D7C159E-50C9-4BC2-B99E-986EF81DC6B9},559-884-2859                  ,gustavo.hernandez@harrisranch.com,WBT Tool,,Not Verified,,,278075.2665043,3385.89000244868
1315866,CA3301990,Water Service Area,CA3301990,AMEZCUA - GARCIA WATER,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,749,A ,2016/07/27 07:00:00+00,P ,RIVERSIDE,316,LPA63 - RIVERSIDE COUNTY,COMMUNITY,COMMUNITY,54540 SHADY LANE, ,THERMAL,CA  ,92274,79,{868DFB08-08B4-4EB3-BC5A-37E4D8816690},760-398-1246                  ,bunnycamp54@yahoo.com,WBT Tool,,Not Verified,,,58365.77499491,1209.24039224742
1315867,CA4010007,Water Service Area,CA4010007,PASO ROBLES WATER DEPARTMENT,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,750,A ,1979/03/22 07:00:00+00,L ,SAN LUIS OBISPO,31221,DISTRICT 06 - SANTA BARBARA,COMMUNITY,COMMUNITY,1230 Paso Robles Street, ,PASO ROBLES,CA  ,93447,10781,{F903DD76-8A77-40A2-969E-6530D16D3581},805-237-3861                  ,KGonzalez@prcity.com,WBT Tool,,Not Verified,,,66546035.552468,69051.1985641633
1315868,CA1910064,Water Service Area,CA1910064,LITTLEROCK CREEK IRRIGATION DIST.,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,751,A ,1976/01/01 08:00:00+00,L ,LOS ANGELES,3041,DISTRICT 07 - HOLLYWOOD,COMMUNITY,COMMUNITY,35141 N. 87TH STREET EAST, ,LITTLEROCK,CA  ,93543,1357,{6617F9BC-D43A-4D45-A915-39E8AD199709},661-944-2015                  ,JCHAISSON@LRCID.COM,WBT Tool,,Not Verified,,District / LPA staff member,67683798.3612983,55441.4397584112
1315869,CA5500353,Water Service Area,CA5500353,SIERRA VILLAGE MOBILE HOME PARK,SBUCKNAM,2020/10/20 03:20:27+00,epa\gisservice,2024/04/26 01:01:06+00,752,A ,1995/10/17 07:00:00+00,P ,TUOLUMNE,22,DISTRICT 28 - YOSEMITE,COMMUNITY,COMMUNITY,24966 HWY 108, ,SIERRA VILLAGE,CA  ,95346,30,{E81D90C6-F7F8-42AD-89BA-A370175DF437},209-568-7009                  ,49discogeorge@gmail.com,WBT Tool,2024/04/25 14:00:00+00,Verified,JSaenz-Dominguez,District / LPA staff member,13295.663577095,540.704554750991
1315870,CA2702323,Water Service Area,CA2702323,DEETJEN'S BIG SUR INN WS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,753,A ,2016/08/01 07:00:00+00,P ,MONTEREY,35,LPA57 - MONTEREY COUNTY,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,48865 Hwy. 1, ,BIG SUR,CA  ,93920,8,{C85E77DA-1485-40EC-84B6-6D961CF8B0A6},831-831-2417                  ,MATT@DEETJENS.COM,WBT Tool,,Not Verified,,,331283.76308337,3048.31638605624
1315873,CA1500324,Water Service Area,CA1500324,WONDER ACRES WATER SYSTEM,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,758,A ,1979/03/22 07:00:00+00,L ,KERN,92,DISTRICT 19 - TEHACHAPI,COMMUNITY,COMMUNITY,7800 Moss Avenue, ,CALIFORNIA CITY,CA  ,93505,34,{240234D8-2BA1-4E49-96F0-0E4B9AB8E503},760-373-7158                  ,klee@californiacity-ca.gov,WBT Tool,,Not Verified,,,914415.2092881,3915.38527710882
1315874,CA4810002,Water Service Area,CA4810002,CALIFORNIA WATER SERVICE CO. - DIXON,EPA\GISService,2024/05/23 05:57:27+00,EPA\GISService,2024/05/23 05:57:27+00,34261,A ,1979/03/22 07:00:00+00,P ,SOLANO,10616,DISTRICT 04 - SAN FRANCISCO,COMMUNITY,COMMUNITY,201 S 1ST ST, ,DIXON,CA  ,95620-3401,3064,{C2959EE0-C3D4-46E4-9037-656235F2E48A},408-367-8593                  ,sjames@calwater.com,Shapefile,2024/05/22 07:00:00+00,Verified,C. Whitney-Giordano,Water System representative,7162575.51299642,15148.4402565388
1315875,CA4901175,Water Service Area,CA4901175,OAK GROVE SCHOOL DISTRICT OFFICE,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,761,A ,1992/12/08 08:00:00+00,P ,SONOMA,62,DISTRICT 25 - MARIN,NON-TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,5299 Hall Road, ,SANTA ROSA,CA  ,95401,1,{24C3C60B-A890-4845-8D58-6148AD0A56F3},707-545-0171                  ,aprescott@ogusd.org,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,1642.60043501,160.381950573307
1315876,CA1300571,Water Service Area,CA1300571,UC DESERT RESEARCH AND EXTENSION CENTER,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,762,A ,1979/03/22 07:00:00+00,S ,IMPERIAL,27,DISTRICT 26 - IMPERIAL,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,1004 E. HOLTON ROAD, ,HOLTVILLE,CA  ,92250,17,{2C966002-7B2D-458B-B787-06B67B8C2DDD},760-356-3061                  ,gmagallon@ucanr.edu,WBT Tool,,Not Verified,,,1476759.83062964,6301.24055121227
1315877,CA2702198,Water Service Area,CA2702198,FOOTHILL ESTATES WS,EPA\GISService,2024/05/23 05:58:32+00,EPA\GISService,2024/05/23 05:58:32+00,34262,A ,2016/08/01 07:00:00+00,P ,MONTEREY,183,LPA57 - MONTEREY COUNTY,COMMUNITY,COMMUNITY, , ,SALINAS,CA  ,93907,41,{8EA0A05B-B672-4B7B-8690-9E00BBC38E06},831-757-3763                  ,BGranillo@calwater.com,Shapefile,2024/05/22 07:00:00+00,Verified,C. Whitney-Giordano,Water System representative,1181390.4233582,5923.45969687455
1315878,CA4500313,Water Service Area,CA4500313,SHASTA CO CSA # 8 PALO CEDRO,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,764,A ,2015/04/30 07:00:00+00,L ,SHASTA,261,LPA75 - SHASTA COUNTY,COMMUNITY,COMMUNITY,"GOLFTIME, CALISTOGA, WAGONETTE, CHAPS",1855 PLACER ST,PALO CEDRO,CA  ,96073,79,{6F009E3D-9B78-4D01-988E-1D2EE3EC8CB1},530-949-6768                  ,ssealander@co.shasta.ca.us,WBT Tool,,Not Verified,,,631299.96515531,4994.61724765475
1315879,CA4500314,Water Service Area,CA4500314,SHASTA CO CSA # 13 ALPINE MEADOWS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,765,A ,2015/04/30 07:00:00+00,L ,SHASTA,31,LPA75 - SHASTA COUNTY,COMMUNITY,COMMUNITY,"EMIGRANT TRAIL, WHISPERING MEADOWS",1855 PLACER ST,SHINGLETOWN,CA  ,96088,31,{52C7446E-5268-43F3-A04B-8E0AAC7215DA},530-949-6768                  ,ssealander@co.shasta.ca.us,WBT Tool,,Not Verified,,,679895.63929942,3355.1783989244
1315880,CA4300957,Water Service Area,CA4300957,CHRISTOPHER RANCH L.L.C.,SBUCKNAM,2020/10/20 03:20:27+00,epa\gisservice,2021/06/30 04:36:58+00,766,A ,1992/12/03 08:00:00+00,P ,SANTA CLARA,994,DISTRICT 17 - SANTA CLARA,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,305 BLOOMFIELD AVENUE, ,GILROY,CA  ,95020,29,{F8BCAEB3-9B4A-4FC7-B00D-A057FC56BD3C},408-848-9282                  ,jason@christopherranch.com,WBT Tool,2021/06/29 07:00:00+00,Verified,LJeske,State Board staff member,310674.503759095,2488.65675848184
1315881,CA3410015,Water Service Area,CA3410015,GOLDEN STATE WATER CO. - CORDOVA,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,767,A ,2020/03/17 07:00:00+00,P ,SACRAMENTO,47106,DISTRICT 09 - SACRAMENTO,COMMUNITY,COMMUNITY,3035 PROSPECT PARK DR. STE#50, ,RANCHO CORDOVA,CA  ,95670,14882,{22257839-F866-4DFF-BA73-A8B02AEA5E9B},916-853-3632                  ,lisa.miller@gswater.com,WBT Tool,,Pending,,,50825747.9283477,43757.6650401693
1315882,CA5000218,Water Service Area,CA5000218,COUNTRY VILLA APTS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,768,A ,2016/07/21 07:00:00+00,P ,STANISLAUS,60,LPA80 - STANISLAUS COUNTY,COMMUNITY,COMMUNITY,2719 GEER ROAD, ,HUGHSON,CA  ,95326,23,{BA847189-FFB5-49B5-AF82-0EA3AA323B6E},925-354-0325                  ,Bn2dair@aol.com,WBT Tool,,Not Verified,,,13522.42770232,480.771578425323
1315883,CA1400004,Water Service Area,CA1400004,CHARLES BROWN WATER COMPANY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,769,A ,2015/04/30 07:00:00+00,P ,INYO,242,DISTRICT 13 - SAN BERNARDINO,COMMUNITY,COMMUNITY, , ,SHOSHONE,CA  ,92384,31,{21005DCE-8805-42CB-8799-974914BEB302},760-852-4224                  ,ssorrells@shoshonevillage.com,WBT Tool,,Not Verified,,,2997361.22554545,9696.17754653336
1315884,CA3610045,Water Service Area,CA3610045,LACSD - RIMFOREST,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,770,A ,1976/01/01 08:00:00+00,L ,SAN BERNARDINO,817,DISTRICT 27 - MOJAVE,COMMUNITY,COMMUNITY,27166 BERNINA DRIVE, ,LAKE ARROWHEAD,CA  ,92352,292,{110E8DAE-51C2-42D1-87F7-DDB32BCED718},909-336-7102                  ,ccerri@lakearrowheadcsd.com,WBT Tool,2020/05/28 14:00:00+00,Verified,C. Cerri,Water System representative,839822.96981006,4350.61811867826
1315885,CA0800603,Water Service Area,CA0800603,BUTTE COURT MOBILE HOME PARK,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,771,A ,1979/03/22 07:00:00+00,P ,DEL NORTE,67,DISTRICT 01 - KLAMATH,COMMUNITY,COMMUNITY,11031 Woodring Drive, ,MATHER,CA  ,95655,23,{8F8C354F-2EAB-46CE-8EA3-22CADFA1ED11},916-200-8516                  ,fredsepa@gmail.com,WBT Tool,,Not Verified,,,20892.243125935,606.167706538105
1315886,CA1510033,Water Service Area,CA1510033,CWS - KERNVILLE,EPA\GISService,2024/05/23 06:01:13+00,EPA\GISService,2024/05/23 06:01:13+00,34263,A ,1976/01/01 08:00:00+00,P ,KERN,2585,DISTRICT 19 - TEHACHAPI,COMMUNITY,COMMUNITY,825 Burlando Rd, ,KERNVILLE,CA  ,93238,1891,{833CCF78-4C21-43E9-B8AB-AE17C4331E0A},408-367-8593                  ,sjames@calwater.com,Shapefile,2024/05/22 07:00:00+00,Verified,C. Whitney-Giordano,Water System representative,12811210.8270138,46464.9411175419
1315887,CA2700522,Water Service Area,CA2700522,CABANA HOLIDAY WS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,774,A ,2016/08/01 07:00:00+00,P ,MONTEREY,400,LPA57 - MONTEREY COUNTY,COMMUNITY,COMMUNITY, , ,SALINAS,CA  ,93907,146,{BEF01E2A-EFC1-41D7-8026-D85D5581B3E3},949-415-1910                  ,salinasmontereykoa@reynoldsresorts.com,WBT Tool,,Not Verified,,,191163.629630825,2840.03830766689
1315888,CA2702521,Water Service Area,CA2702521,SANTA LUCIA PRESERVE WS,SBUCKNAM,2020/10/20 03:20:27+00,epa\gisservice,2023/10/05 04:31:02+00,775,A ,2000/09/22 07:00:00+00,P ,MONTEREY,917,DISTRICT 05 - MONTEREY,COMMUNITY,COMMUNITY,82 Rancho San Carlos Road, ,CARMEL,CA  ,93923,184,{36A9FEF5-D047-4331-A6ED-4AC4F8A3CC65},831-620-6783                  ,adula@santaluciapreserve.com,WBT Tool,2023/10/04 14:00:00+00,Verified,A. Dula,Water System representative,120606607.975124,86182.848949207
1315889,CA1410502,Water Service Area,CA1410502,"NPS - DEATH VALLEY, STOVEPIPE WELLS",SBUCKNAM,2020/10/20 03:20:27+00,epa\gisservice,2024/02/14 03:14:38+00,776,A ,1976/01/01 08:00:00+00,F ,INYO,175,DISTRICT 13 - SAN BERNARDINO,COMMUNITY,COMMUNITY,HWY 190, ,DEATH VALLEY,CA  ,92328,14,{6A15604C-5EC3-434F-8E7C-3F803CB6920C},760-786-3262                  ,charles_thompson@nps.gov,WBT Tool,2024/02/13 16:00:00+00,Verified,C. Thompson,Water System representative,1275728.85162131,7013.58591187949
1315890,CA2610700,Water Service Area,CA2610700,USMC/MTN WARFARE TRNG CTR - BRIDGEPORT,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,777,A ,1976/01/01 08:00:00+00,F ,MONO,1200,DISTRICT 27 - MOJAVE,COMMUNITY,COMMUNITY,MOUNTAIN WARFARE TRNG CENTER,MWTC HC83,BRIDGEPORT,CA  ,93517,30,{6821AA3A-F6AB-4DD5-89E4-ABBBE908E6A0},760-932-1592                  ,Elliott.Vandermaas1@usmc.mil,WBT Tool,,Not Verified,,,569170.649823615,5252.3937242191
1315891,CA0105013,Water Service Area,CA0105013,EBRPD - PIEDMONT STABLES,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,778,A ,1993/07/01 07:00:00+00,L ,ALAMEDA,45,DISTRICT 04 - SAN FRANCISCO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,6525 REDWOOD ROAD, ,OAKLAND,CA  ,94605,2,{087FCDE6-D1FF-42B7-99FC-19C284354121},510-544-2328                  ,hmaclean@ebparks.org,WBT Tool,,Not Verified,,,7426750.9606702,15222.4767747561
1315892,CA0500007,Water Service Area,CA0500007,DREAM MOUNTAIN CHRISTIAN CAMP INC.,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,779,A ,2016/07/29 07:00:00+00,P ,CALAVERAS,50,LPA35 - CALAVERAS COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,4952 Murphys Camp Road, ,MURPHYS,CA  ,95247,8,{9D500BFD-4E69-4C88-985E-BD30C7500690},209-728-3109                  ,director@dreammountaincc.com,WBT Tool,,Not Verified,,,37397.562509655,853.435192651602
1315893,CA4300994,Water Service Area,CA4300994,COYOTE VALLEY RV RESORT,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,781,A ,1976/01/01 08:00:00+00,P ,SANTA CLARA,500,DISTRICT 17 - SANTA CLARA,COMMUNITY,COMMUNITY,9750 Monterey Road, ,MORGAN HILL,CA  ,95037,202,{8BA6D7DB-01AC-4C6C-9ACF-965AA07249CB},408-353-8400                  ,mikehamilton@mmhfg.com,WBT Tool,2020/05/15 14:00:00+00,Verified,M. HAMILTON,Water System representative,67429.427051715,1039.85109545205
